Iteration, Loss, PSNR_noisy, PSNR_gt 
00099, 0.013540, 18.683908, 23.377162, 17.418937 
00100, 0.013489, 18.700255, 23.422688, 17.474586 
00101, 0.013430, 18.719259, 23.475186, 17.530068 
00102, 0.013372, 18.737874, 23.533789, 17.585637 
00103, 0.013321, 18.754586, 23.584670, 17.641260 
00104, 0.013284, 18.766594, 23.615685, 17.696684 
00105, 0.013214, 18.789703, 23.683699, 17.752096 
00106, 0.013192, 18.796841, 23.709057, 17.807581 
00107, 0.013120, 18.820743, 23.784935, 17.863209 
00108, 0.013100, 18.827417, 23.801334, 17.918611 
00109, 0.013055, 18.842361, 23.849009, 17.973962 
00110, 0.013011, 18.856878, 23.893673, 18.029466 
00111, 0.012982, 18.866625, 23.921038, 18.084758 
00112, 0.012946, 18.878616, 23.960952, 18.139983 
00113, 0.012923, 18.886456, 23.986919, 18.195282 
00114, 0.012930, 18.883963, 23.970745, 18.250207 
00115, 0.012978, 18.868034, 23.927627, 18.305304 
00116, 0.013067, 18.838402, 23.829455, 18.359916 
00117, 0.013036, 18.848602, 23.867218, 18.414816 
00118, 0.012861, 18.907252, 24.045702, 18.469441 
00119, 0.012773, 18.937008, 24.146663, 18.524031 
00120, 0.012820, 18.921025, 24.097345, 18.578464 
00121, 0.012785, 18.933137, 24.130364, 18.632717 
00122, 0.012671, 18.971972, 24.260287, 18.687056 
00123, 0.012679, 18.969292, 24.250362, 18.741318 
00124, 0.012666, 18.973550, 24.259764, 18.795358 
00125, 0.012581, 19.002892, 24.363223, 18.849421 
00126, 0.012563, 19.009002, 24.381915, 18.903467 
00127, 0.012539, 19.017515, 24.402681, 18.957240 
00128, 0.012504, 19.029507, 24.453433, 19.011162 
00129, 0.012452, 19.047514, 24.511161, 19.065057 
00130, 0.012440, 19.051949, 24.523093, 19.118750 
00131, 0.012416, 19.060285, 24.557837, 19.172425 
00132, 0.012371, 19.075860, 24.602256, 19.225953 
00133, 0.012347, 19.084362, 24.639095, 19.279552 
00134, 0.012324, 19.092385, 24.664329, 19.332876 
00135, 0.012300, 19.100974, 24.690347, 19.386226 
00136, 0.012268, 19.112173, 24.730367, 19.439341 
00137, 0.012256, 19.116359, 24.749889, 19.492580 
00138, 0.012269, 19.112075, 24.721581, 19.545285 
00139, 0.012329, 19.090879, 24.655467, 19.598391 
00140, 0.012446, 19.049667, 24.492415, 19.650281 
00141, 0.012553, 19.012636, 24.387848, 19.702975 
00142, 0.012422, 19.058114, 24.521333, 19.754645 
00143, 0.012352, 19.082665, 24.627198, 19.806638 
00144, 0.012365, 19.078150, 24.603874, 19.858483 
00145, 0.012258, 19.115748, 24.734158, 19.909805 
00146, 0.012171, 19.146897, 24.853088, 19.961240 
00147, 0.012214, 19.131251, 24.798744, 20.012596 
00148, 0.012145, 19.156160, 24.881679, 20.063708 
00149, 0.012097, 19.173354, 24.942083, 20.114649 
00150, 0.012089, 19.176139, 24.958785, 20.165708 
00151, 0.012056, 19.188022, 25.004281, 20.216667 
00152, 0.012033, 19.196205, 25.028166, 20.267488 
00153, 0.011995, 19.209834, 25.078925, 20.318242 
00154, 0.011988, 19.212456, 25.092351, 20.368722 
00155, 0.011962, 19.222085, 25.119804, 20.419357 
00156, 0.011962, 19.222081, 25.130144, 20.469940 
00157, 0.011944, 19.228362, 25.137045, 20.519911 
00158, 0.011929, 19.234027, 25.168646, 20.570202 
00159, 0.011908, 19.241695, 25.192797, 20.620165 
00160, 0.011902, 19.243853, 25.204890, 20.669762 
00161, 0.011864, 19.257523, 25.246273, 20.719532 
00162, 0.011834, 19.268593, 25.300675, 20.769194 
00163, 0.011798, 19.282098, 25.344056, 20.818451 
00164, 0.011767, 19.293427, 25.390906, 20.867727 
00165, 0.011748, 19.300439, 25.417169, 20.916874 
00166, 0.011731, 19.306472, 25.438461, 20.965727 
00167, 0.011722, 19.310063, 25.455346, 21.014566 
00168, 0.011717, 19.311924, 25.458795, 21.063372 
00169, 0.011729, 19.307254, 25.439955, 21.111821 
00170, 0.011737, 19.304309, 25.420137, 21.160096 
00171, 0.011761, 19.295599, 25.393525, 21.208211 
00172, 0.011771, 19.291924, 25.364428, 21.256074 
00173, 0.011792, 19.284154, 25.349191, 21.303772 
00174, 0.011690, 19.321841, 25.482094, 21.351182 
00175, 0.011629, 19.344623, 25.585811, 21.398661 
00176, 0.011637, 19.341483, 25.569003, 21.445917 
00177, 0.011677, 19.326642, 25.508498, 21.492661 
00178, 0.011685, 19.323676, 25.488168, 21.539321 
00179, 0.011640, 19.340599, 25.569209, 21.586087 
00180, 0.011602, 19.354609, 25.605750, 21.632259 
00181, 0.011660, 19.332990, 25.545460, 21.678743 
00182, 0.011663, 19.331841, 25.505818, 21.724314 
00183, 0.011655, 19.334843, 25.544818, 21.770171 
00184, 0.011528, 19.382514, 25.729731, 21.815804 
00185, 0.011511, 19.388818, 25.753745, 21.861360 
00186, 0.011549, 19.374534, 25.699839, 21.906563 
00187, 0.011519, 19.385757, 25.731800, 21.951545 
00188, 0.011487, 19.397926, 25.797248, 21.996565 
00189, 0.011467, 19.405487, 25.818322, 22.041350 
00190, 0.011475, 19.402640, 25.808253, 22.085818 
00191, 0.011460, 19.408327, 25.831799, 22.130407 
00192, 0.011425, 19.421427, 25.879381, 22.174553 
00193, 0.011419, 19.423673, 25.899291, 22.218758 
00194, 0.011432, 19.418878, 25.864041, 22.262624 
00195, 0.011447, 19.412991, 25.848351, 22.306229 
00196, 0.011447, 19.412895, 25.831354, 22.349613 
00197, 0.011455, 19.409955, 25.834804, 22.392965 
00198, 0.011440, 19.415558, 25.836797, 22.435489 
00199, 0.011496, 19.394619, 25.769353, 22.478646 
00200, 0.011458, 19.408746, 25.800454, 22.520592 
00201, 0.011406, 19.428783, 25.916714, 22.563114 
00202, 0.011336, 19.455414, 26.014608, 22.605282 
00203, 0.011343, 19.452729, 26.003744, 22.647018 
00204, 0.011362, 19.445635, 25.977427, 22.688794 
00205, 0.011318, 19.462446, 26.036622, 22.730237 
00206, 0.011284, 19.475190, 26.107664, 22.771536 
00207, 0.011254, 19.486854, 26.150483, 22.812872 
00208, 0.011272, 19.479954, 26.114813, 22.853701 
00209, 0.011269, 19.481165, 26.121262, 22.894471 
00210, 0.011223, 19.498841, 26.200020, 22.935184 
00211, 0.011216, 19.501474, 26.212792, 22.975708 
00212, 0.011230, 19.496317, 26.177598, 23.015993 
00213, 0.011221, 19.499514, 26.191139, 23.055822 
00214, 0.011196, 19.509277, 26.242878, 23.096009 
00215, 0.011204, 19.506429, 26.217099, 23.135501 
00216, 0.011225, 19.498152, 26.182530, 23.175001 
00217, 0.011315, 19.463265, 26.027536, 23.214020 
00218, 0.011270, 19.480780, 26.099357, 23.252744 
00219, 0.011258, 19.485491, 26.117678, 23.291364 
00220, 0.011210, 19.503768, 26.206859, 23.329743 
00221, 0.011186, 19.513414, 26.242471, 23.367902 
