Iteration, Loss, PSNR_noisy, PSNR_gt 
00428, 0.023491, 16.290980, 18.329207, 18.012520 
00429, 0.023482, 16.292708, 18.330933, 18.017690 
00430, 0.023474, 16.294101, 18.332887, 18.022812 
00431, 0.023470, 16.294956, 18.334873, 18.027830 
00432, 0.023458, 16.297144, 18.337751, 18.032808 
00433, 0.023455, 16.297708, 18.337885, 18.037754 
00434, 0.023444, 16.299743, 18.341715, 18.042623 
00435, 0.023435, 16.301284, 18.343904, 18.047457 
00436, 0.023430, 16.302357, 18.344664, 18.052279 
00437, 0.023418, 16.304583, 18.348665, 18.057028 
00438, 0.023409, 16.306102, 18.350843, 18.061725 
00439, 0.023402, 16.307472, 18.352035, 18.066407 
00440, 0.023390, 16.309646, 18.356051, 18.071032 
00441, 0.023379, 16.311682, 18.358766, 18.075639 
00442, 0.023371, 16.313191, 18.360407, 18.080230 
00443, 0.023362, 16.314948, 18.363895, 18.084760 
00444, 0.023349, 16.317297, 18.366325, 18.089293 
00445, 0.023336, 16.319727, 18.370477, 18.093786 
00446, 0.023324, 16.321992, 18.373702, 18.098265 
00447, 0.023312, 16.324114, 18.376411, 18.102738 
00448, 0.023302, 16.326005, 18.379843, 18.107170 
00449, 0.023297, 16.327080, 18.379814, 18.111630 
00450, 0.023314, 16.323855, 18.376902, 18.115988 
00451, 0.023401, 16.307702, 18.345643, 18.120444 
00452, 0.023761, 16.241383, 18.249117, 18.124446 
00453, 0.023541, 16.281756, 18.301866, 18.128931 
00454, 0.023300, 16.326469, 18.382018, 18.133279 
00455, 0.023287, 16.328865, 18.385786, 18.137564 
00456, 0.023340, 16.319002, 18.363650, 18.141913 
00457, 0.023203, 16.344531, 18.408137, 18.146102 
00458, 0.023265, 16.333010, 18.391937, 18.150166 
00459, 0.023182, 16.348562, 18.412979, 18.154406 
00460, 0.023204, 16.344403, 18.404703, 18.158685 
00461, 0.023165, 16.351592, 18.419546, 18.162827 
00462, 0.023152, 16.354078, 18.423394, 18.166955 
00463, 0.023131, 16.358049, 18.426292, 18.171214 
00464, 0.023103, 16.363283, 18.435085, 18.175479 
00465, 0.023095, 16.364827, 18.439916, 18.179653 
00466, 0.023064, 16.370728, 18.448680, 18.183892 
00467, 0.023058, 16.371850, 18.447470, 18.188260 
00468, 0.023041, 16.375080, 18.453563, 18.192632 
00469, 0.023125, 16.359199, 18.427952, 18.196814 
00470, 0.023409, 16.306183, 18.344600, 18.200953 
00471, 0.023563, 16.277651, 18.293955, 18.204929 
00472, 0.023289, 16.328418, 18.381034, 18.209249 
00473, 0.023014, 16.380095, 18.464066, 18.213638 
00474, 0.023272, 16.331732, 18.382453, 18.217619 
00475, 0.022926, 16.396653, 18.488999, 18.221829 
00476, 0.023137, 16.356901, 18.425572, 18.225873 
00477, 0.022892, 16.403167, 18.500176, 18.230008 
00478, 0.023039, 16.375293, 18.453658, 18.234010 
00479, 0.022853, 16.410495, 18.511047, 18.238272 
00480, 0.022947, 16.392758, 18.482338, 18.242517 
00481, 0.022822, 16.416446, 18.521163, 18.246742 
00482, 0.022856, 16.410083, 18.510010, 18.250873 
00483, 0.022784, 16.423743, 18.531346, 18.255201 
00484, 0.022785, 16.423561, 18.530796, 18.259692 
00485, 0.022724, 16.435147, 18.550682, 18.264192 
00486, 0.022720, 16.435850, 18.551300, 18.268658 
